combo_id,gamma,beta,lambda_1,lambda_2,lambda_3
26,16.685441792942584,2.9776692509651186,8.898740757536142,151.9503669878468,32.917427979595956
27,3.197836086153984,1.1942300722934307,3.8064754710532727,66.29186081048101,3.081566826440394
28,3.9268516153097153,3.2438148493878547,2.019849319756031,100.07725498825312,10.836061985604465
29,18.340703607536852,0.3155200192704797,5.590348391793668,186.51006545126438,28.171290864609183
30,14.027518552727997,4.036457744706422,3.8173783238045873,13.87614400498569,48.16535284770653
31,8.221410777419806,1.9917742598801853,8.626803633663803,101.47725043259561,15.98690988747403
32,8.478112490847707,3.466132497042418,5.9885204986669125,170.71138639748096,26.371634672023358
33,13.620131350122392,0.1121083059348166,1.4959902445785702,59.701152838766575,6.691361288912594
34,18.527756090275943,3.895495921932161,7.902291554771364,142.25424162112176,13.992421048041432
35,3.588970949873328,2.113846503850073,4.648234352469444,29.29836834780872,43.825641047861424
36,2.786355009302497,4.772996324021369,1.1782010794617237,7.941320193000138,42.21307770339772
37,16.946094687096775,1.8488931786268952,6.586681642662733,120.11681025195867,24.875207671057435
38,11.75989595707506,3.1185738476924603,2.9768543263897302,81.09454446192831,5.082123180292546
39,7.99117991514504,1.0721006022766233,9.622012899816037,192.8851612349972,37.251072265021506
40,6.5573814157396555,4.350273867789656,3.4091045257635417,104.88010554667562,12.153198815137147
41,10.809345765970647,2.271493808180094,9.141424276586623,16.898692443035543,30.265286661684513
42,15.40103233139962,3.614209479745478,0.2578330086544156,183.11343790311366,49.28452233383432
43,1.947211368009448,0.5764565369114281,7.226679707691074,97.07310383487493,17.889029649738223
44,5.021945280954242,2.663723525032401,8.383667002338916,68.71981922350824,19.419223511684688
45,19.479130449704826,0.914376248139888,4.215202528890222,155.53445757739246,38.313572346884754
46,15.16435085143894,4.62484218198806,5.347513884492218,45.28813000023365,31.79804434590042
47,9.318098986521363,1.3844724613241852,2.417371400818229,132.49523881822824,1.1796612117439509
48,10.339671886526048,4.38805841030553,9.06749235764146,85.98859210964292,46.458726624771955
49,14.293601604178548,1.6212672766298057,3.647993708960712,197.29335717763752,14.672245839610696
50,19.201806178316474,2.733037643413991,7.153946861904115,3.0942789735272527,8.743018466699867
51,5.449950511567295,0.8450726987794042,0.4955231555737555,115.56126107741147,27.243044298607856
52,1.0761370612308383,3.6978718109428885,3.977963133901358,150.18487132154405,35.01520663211122
53,16.42278759740293,0.4927856081165374,8.457152724079787,36.937506003305316,4.00507844472304
54,11.23716870136559,4.1278335263952615,2.178932969551534,162.73076121509075,22.441082937270405
55,6.280382133089006,2.4939258075319235,5.422198679391294,52.20637936145067,41.724135632812974
56,7.232011302374303,2.8913602333515884,1.7326348144561055,40.36829583346844,17.013137795589866
57,12.669745529070497,1.2993249681778254,5.916838061250746,128.06125635653734,47.2373473836109
58,17.263171596452594,4.851880891807378,4.883679886069149,73.49248993955553,29.586892494838686
59,2.620101752690971,1.7700194719247522,7.831808190513402,160.01563624851406,9.518682613503188
60,4.49979782383889,3.969588095787913,6.657620627060532,175.20560566801578,1.6700398555956781
61,17.767752869054675,2.0397460244596006,0.9435132900252938,89.45676364470273,34.230732506420466
62,13.454712772741914,3.234121706243605,9.69415095737204,112.93211217876524,39.38614080343395
63,8.794212027452886,0.34411046262830497,2.74096750067547,24.464847370050848,21.659565423615277
64,8.930778378620744,3.1338498343713583,9.407210565451532,125.51513413339853,6.895064004231243
65,13.176670326851308,1.0568712178617716,3.0762461873702707,39.865749314427376,26.17935474039987
66,17.78836229722947,4.829507027100772,6.333207119815051,162.52528489939868,44.41890189014375
67,4.3377145659178495,1.7923545653000477,1.238921932131052,74.15292254649103,13.410582803562283
68,2.6360637675970793,3.8802573010325436,4.549448528233915,90.05950277019292,24.28751457259059
69,17.08718106430024,2.129113254044205,8.117701106052845,177.65148783940822,42.789348018169406
70,12.79240460600704,3.409584428183735,1.4358765719458462,23.8985343715176,37.053508539590986
71,6.9493214432150126,0.1686095534823835,6.242601021379232,110.32829647418112,5.268264307919889
72,6.119485439732671,4.680754758790135,2.478103225398809,199.89714915957302,30.079524846654387
73,11.256591564975679,1.3285320107825103,5.094023115839809,86.55488138552755,12.3519032667391
74,16.145950402133167,2.679597637988627,4.31460709515959,113.11535518337041,17.31389987524599
75,1.211498161777854,0.8985487009398639,8.168847795203328,2.4915161253884435,49.872594559006394
76,5.168447216972709,3.5582595006562774,7.480772972572595,36.277049673721194,38.895031278766695
77,19.323278690688312,0.6323595851659775,0.19770250013098123,147.6751989480108,18.824821943230926
78,14.118816322647035,4.334437157120556,9.356844762898982,52.70890215784311,1.3708006030879916
79,10.354428650811315,2.287358757667244,3.310302418842912,165.27685971558094,31.593962503876536
80,9.594391419552267,4.107220804691314,5.632187387347221,19.004510446451604,14.486580688413232
81,15.029532248154283,2.5145850584842266,2.08435650523752,105.92012425418943,46.65733738681301
82,19.639484716579318,3.637146222405136,8.70581303043291,94.90656771231443,26.667820834554732
83,5.003067108802497,0.5534833594225348,3.922059448156506,182.20706073660403,9.331187355704605
84,2.121454152278602,2.753687730897218,0.5894971236586571,154.59467892162502,4.586440712772309
85,15.386820329353213,0.8244508136063814,6.943356837891042,66.51380861364305,34.42089875321835
86,11.090304369106889,4.448746633064002,3.7032961155287922,133.49578303843737,41.91536871371791
87,6.43645132984966,1.5605321595445276,8.818229591939598,47.3605465143919,22.23690443141386
88,7.971187657676637,3.1727979184128348,2.68508411757648,57.62876004725695,47.44114378849044
89,11.92136430926621,0.40540630370378494,9.942785613425077,169.71086589992046,16.820761200133713
90,16.810143312439322,3.9495735733769837,0.848958935495466,31.504402680322528,10.111846791952848
91,3.0637802137061954,2.059807185642421,6.867583131510764,143.19404399953783,29.005147939920427
92,3.466926778666675,4.913167277351022,7.582567497715354,121.02321114111692,33.64294571839273
93,18.809828778728843,1.7086862285621467,4.93895605225116,10.10788003820926,2.2464068342000245
94,13.60478657670319,2.9114121580496435,5.7062683767639095,191.84516625013202,21.462098362017425
95,8.653488046489656,1.27930120928213,1.8265831691212953,78.98875018116087,39.572188241500406
96,8.316224587149918,4.704951734002679,4.145558091718703,50.16825745720416,5.903815484046936
97,13.791219588369131,1.9357703587040307,8.32762696063146,136.7005014019087,36.51465660855174
98,18.403056517243385,3.02871791953221,2.308157272823155,63.6880569672212,43.03477614158764
99,3.72301581595093,1.143143216520548,5.253699193522334,151.38404212798923,24.138786251936107
100,3.2462643096223474,3.3810310037806635,9.196566797513515,186.007507070899,13.169467653054744
101,16.476975992321968,0.17833971558138728,3.479646483715624,97.53114462643862,44.56331779556349
102,12.18263440951705,3.8322479333728556,7.321391919441521,102.1376711782068,25.548675142601134
103,7.559087109751999,2.195945299882442,0.366149615868926,16.38580451719463,7.429043799266219
104,6.692431648261845,2.5744633501395584,6.491969762835652,76.16070670448244,32.62123735565692
105,10.683640826493502,0.9848229995928706,1.069884730409831,188.63681016676128,0.4417481953278184
106,15.573144622147083,4.556201838701964,9.566870120726525,12.917858347296715,20.242422284092754
107,1.7842994118109345,1.471945504192263,2.9063120365142825,124.22567177563906,37.57565319603309
108,4.591147758997977,4.2864253434352575,1.6052041144110263,139.4154010033235,48.463066298794004
109,19.90057361871004,2.354193030484021,6.082334857713431,28.881897791288793,18.62520569143817
110,14.696546126157045,3.529708522278816,4.717879121564328,173.50752661842853,11.331737017445265
111,9.776694317348301,0.6420875202864409,7.958331854641438,60.257112939842045,31.001468837819996
112,10.167342122644186,3.761718090064824,0.9983533550053835,106.93455085717142,23.262757581286134
113,14.456586075015366,0.41008881358429794,6.728463270701468,20.891168428584933,40.98773800786584
114,19.066683501936495,4.212336729094386,2.8359797342680397,181.06329788267612,35.836875141691415
115,5.575872853398323,2.4282923963852228,9.802164592314512,93.07276342064142,3.268686582427472
116,1.5441591888666153,4.47731604790315,5.847496006265282,71.71585463639349,7.92003514310345
117,15.964119822718203,1.5508226608857514,1.676294160820544,158.92601181473583,27.980750603135675
118,11.66803873796016,2.8016805239953104,7.722293966915458,42.28480024356395,45.63574943561107
119,5.858721490949392,0.7575975202023983,4.790168241132051,129.1085599558428,15.409946381486952
120,7.356638360768557,4.054687051754445,8.56666720584035,168.68486042041332,40.20936337001622
121,12.535918136127293,1.9735167505219582,4.0714751107618214,55.72596250940114,20.921622478589416
122,17.4248420977965,3.297372232098133,5.491540402453393,144.28523968812078,2.493256659526378
123,2.449085958302021,0.26200953088700774,2.2352733650244776,33.26590849366039,33.49279569583014
124,4.077131815254688,2.9594025781378153,3.552981143444777,4.91285814344883,28.765454491320998
125,18.199628272093832,1.2124502158723773,8.95947846453637,116.70649955421686,10.254840995464473
126,12.995020945556462,4.941739065200091,0.44068334875628357,84.11554536782205,16.19170555472374
127,9.263258207589388,1.69897442990914,7.083104550186545,196.30013306252658,47.973499631136654
128,9.209503750316799,3.5840618946589533,3.6877621665596965,91.67682621721178,13.683816046081482
129,12.90033153258264,0.5877351336181165,8.786026894114912,179.37585677299649,44.279687660746276
130,18.104106621816754,4.379212313052267,0.6128615136258304,22.19164754729718,25.867810274939984
131,4.02421214338392,2.261407995782793,6.949599292967468,108.72086981963366,6.950759566854685
132,2.3582211351022124,4.65497171394527,8.738921934366227,130.1173450164497,5.456221646722406
133,17.367265598848462,1.3731758114881816,3.9378953551873566,44.36243296042085,36.82901691934094
134,12.477506851777434,2.634805469401181,5.626247222255915,158.01572430320084,42.782371770776805
135,7.266605774872005,0.9244824501685799,2.061898653302342,69.5423835311085,24.64777686614543
136,5.804968166165054,3.924882993847132,5.710296958312392,34.687842013314366,49.733143317326906
137,11.57335045747459,2.1033121013082567,1.8521616907790304,145.99867711402476,17.58737347610295
138,15.868597039952874,3.4355362853035336,7.547697482164949,54.402906101197004,12.407362188864498
139,1.4912383845075965,0.12383549278602005,4.926089162845164,166.87596416845918,29.768221111316233
140,5.485006897710264,3.0892072749324146,0.8236823718994856,195.26839115004987,31.369232012424618
141,19.009105870500207,1.082655503973365,6.864460756070912,82.01495579909533,1.5589934670366348
142,14.398175923153758,4.803574373107404,2.698857545014471,117.64240381959826,19.184844993799924
143,10.077310669235885,1.8371478291228416,9.977957918960602,7.1119460025802255,38.88829018473625
144,9.872541522607207,4.882598054036498,1.4680829578079284,153.07147953100502,9.190200274437665
145,14.749139110557735,1.75811416329816,6.258129217009992,65.08399046398699,26.94280276298523
146,19.954653701744974,2.86183351892978,4.543209466151893,134.91418911144137,46.71128426352516
147,4.685510413721204,1.3100188004784288,8.094330667704345,48.86778501048684,14.176809074822813
148,1.843036251142621,3.2033841543830937,6.317376671079546,14.308178472332656,22.01064033107832
149,15.662850520573556,0.3559953816235065,1.2058090451173487,101.12889278959483,42.105075110215694
150,10.774831275455654,3.999132863339037,9.42967476081103,99.70461202505976,34.77941198907793
151,6.749681388959289,2.0290702452883127,3.0821832545101646,186.91779087577015,4.581236945465206
152,7.654935447499156,2.704258700925857,9.331269929278642,122.51223064307123,29.279894714988767
153,12.23522852640599,0.8550189416855574,3.306268083956093,11.495921120978892,9.971098953671753
154,16.53105494286865,4.418027800600976,7.493643254972994,190.44571309071034,16.510754061397165
155,3.3406258318573236,1.6101095573976638,0.23256646730005742,77.4837697846815,47.49532953640446
156,3.781751522794366,4.156630631536245,4.3177349288947875,62.35770918056369,39.761653907876465
157,18.492761283181608,2.4839977272786204,8.19412037571892,174.53927520290017,21.23607090217993
158,13.882411169819534,3.6678819214925173,2.442937263287604,26.68280622549355,2.2409627085551618
159,8.373475460335612,0.503922828193754,5.080246590450406,138.47949303127825,34.001695966534314
160,8.631918869912624,4.235815211664885,7.716149318590761,184.2831752039492,24.010220844950528
161,13.477920942939818,2.3859819808974865,4.766703389026224,95.9138345234096,43.3217053479515
162,18.681551073677838,3.4977712039835755,5.87964574387297,103.74513489939272,36.58102515954524
163,3.4467722214758396,0.6928483564406633,1.6918790047056975,18.092704685404897,5.605991148389875
164,2.9308819212019444,2.625093999318779,2.858538343384862,45.67158715520054,7.190833908133208
165,16.794609342701733,0.9530545665882528,9.80800724569708,132.098327585496,25.725958377681675
166,11.904415720142424,4.588120976090432,0.9824662580154836,68.29860932659358,44.90988524062559
167,7.839701436460018,1.421166487131268,6.695407031942159,155.89363979082555,13.151840724330395
168,6.4148832857608795,3.3492432946339252,0.45349698290228846,141.0919361812994,37.86281792754308
169,10.963439867831767,0.22895108861848715,7.118025165610015,30.47114251833409,20.113618005905302
170,15.258541491813958,3.7814881924539807,3.5275007235817615,171.90843550954014,0.1441590130329132
171,2.101298462599516,2.2278837134130303,8.955349715892226,58.563146063126624,32.68736666366458
172,4.870167683809996,4.7367214082740245,5.456317792087793,80.70066935755312,31.178992431238296
173,19.623949614353478,1.885140950791538,2.221553487889469,193.26558152027428,11.093290114030241
174,15.012584791518748,3.0794980318285528,8.569889453332872,8.297465536743402,18.607819492835553
175,9.462906330823898,1.111225174367428,4.09665327752009,119.69863648340106,48.80939710335806
176,10.482452147640288,3.005246756784618,7.344850723166019,73.14566240739077,3.5543429863639178
177,14.139223955571651,1.1854656248353423,0.3722976571880281,160.44917710404843,35.70960670309141
178,19.344593588262796,4.9688720241189,9.180976200290024,40.77755136881024,40.68861670382321
179,5.295565997250378,1.6529795468784871,3.4475004341453315,127.6901197815314,23.330398934707045
180,1.2281925426796079,4.008861054014415,2.302311521489173,111.72574822045863,15.585956442356109
181,16.277689699083567,2.0005195224657655,5.2311469278298315,25.58749002404511,45.39883614107966
182,11.389235578477383,3.270218755770475,4.178610347397625,176.35253364220262,27.961827077809723
183,6.135272555984557,0.3079838965088129,8.343519515916705,88.27470872923732,8.267875762376933
184,7.077346072532237,4.504299543704837,4.682952457759529,3.524782959371805,33.36576389772817
185,12.812813371419907,1.5049773870036007,7.945521613489836,115.21746967360377,2.778672333341092
186,17.108494829386473,2.8476741657592357,1.6093271097168327,85.62049166299403,20.989500844292344
187,2.763181415386498,0.730463320016861,6.107818965613842,197.6995758432895,39.91000170763582
188,4.354407814331353,3.7347142228856685,9.580586899910122,163.85644073877484,47.7368255795911
189,17.920100461691618,0.45591371608898046,2.941540990304202,50.99697927478701,16.36748046223074
190,13.309315472841263,4.166361122205854,6.4667876129969954,148.99978027772158,10.60292048593983
191,8.94656662736088,2.455444631446153,1.0666679412126543,38.087470847181976,28.746295440848918
192,8.778710722923279,4.565704675577581,6.756144407019019,114.26249666139483,43.50813191272319
193,13.321779266931117,1.4436110264621678,0.7289704920724034,1.3096747137606144,23.812371496483685
194,17.63630646187812,2.566153297573328,9.907415629085154,198.690998705104,6.181976026017218
195,4.482811968773603,1.0119483374990523,2.6437147659249605,87.6777375433594,35.993617684114724
196,2.493275862187147,3.520224906783551,1.9459760498255492,53.11799163464457,25.143834696058185
197,17.241565224714577,0.6704412193968893,5.819510828144848,164.90555708203465,7.784380373451858
198,12.649623707868159,4.29471851112321,4.982129462715238,35.9300560830161,12.959846229851244
199,7.103698313236237,2.3270508076995613,7.617342251259833,148.10857374500483,45.113302332907914
200,6.264881961047649,3.0211555293761196,3.8818553134799005,161.3404073594138,19.90906018745154
201,11.104236328043044,1.1695208555087448,8.669277497194708,75.30310089420527,38.054433109425005
202,16.291340057738125,4.713706908468157,1.9680839623324575,126.6410271609202,32.0934410716407
203,1.0591500736773014,1.9081835798919202,5.517033094260841,38.6565627316013,0.7251421543769538
204,5.32312348857522,3.8397933291271333,8.856568852066994,23.53026786632836,11.681838315632193
205,19.180198674090207,2.1695506664924324,3.742904687486589,110.73434908129275,30.603386866208165
206,14.27348091546446,3.372295160219074,7.057915900181979,90.48984069749713,49.00762557853013
207,10.211360029876232,0.20594582529738548,0.7075737253762782,177.30753037706017,18.422533468343318
208,9.44987101946026,3.28847624687478,8.287632352579385,31.08297927957028,35.505142574198544
209,15.181009948253632,0.2897545712068677,4.4272494106553495,143.55301270913333,3.7458615044131873
210,19.49495730921626,4.062371560651809,5.1365869859233495,58.01200369838625,22.7363766788505
211,5.1545520992949605,1.94696215800941,2.512278986349702,169.31374116335064,41.26969353472814
212,1.9676588149741292,4.950651935301721,3.198254190851003,190.71036166138947,45.98729065312072
213,15.529018562287092,1.6712462744675578,9.236257363762707,80.18292848207057,15.010447541158646
214,10.936497211456299,2.951698847860098,0.1617241555824876,122.19311450049281,8.46620090138167
215,6.578661100007594,1.2389855870045723,7.4388034481555225,8.94877678528428,27.7764473637566
216,8.122953080572188,4.220469755120575,1.276651688758284,95.2624995522201,2.965195561945438
217,11.776556186378002,2.401289104204625,6.372216736059635,181.78867346420884,33.16782085970044
218,16.96192041411996,3.752373587712646,3.1901968894526362,18.610421838238835,40.48589289570227
219,2.918960695154965,0.4382825535722077,9.5246869944036,106.30033103562891,20.402190032694488
220,3.6094172643497586,2.7935281670652334,6.201788563374429,134.6929982090369,15.785260116774587
221,18.655741188675165,0.7845814814791083,1.3987409028224649,46.22270579729229,48.330465734470636
222,13.747283928096294,4.486677544657141,8.000819022767246,153.432539540343,28.55439463593066
223,8.499393307603896,1.522645915299654,4.4336952425539495,67.68674884270877,10.806240914389491
224,8.163867014460266,2.6907459381967787,2.1171738974750043,12.545049325563014,44.08821673104539
225,13.936618445441127,0.8685698916204274,5.377004501037299,124.63323114160448,13.888232586625962
226,18.25071076489985,4.670799242891372,4.031842197757214,76.59257511328906,6.369159264117479
227,3.8684031357988715,1.357301680278033,8.528351991716772,188.28828646522015,26.462356002628805
228,3.1031864872202277,4.32330921003595,7.198234797269106,172.32415509596467,37.40400234870613
229,16.631650069728494,2.317357920110226,0.5569802327081561,61.40274802967906,4.868290606513619
230,12.039563594385982,3.568196999933571,8.995990836899727,140.5367270503193,24.833204168546946
231,7.713753896765411,0.6035718990489841,3.593208143953234,27.67424094863236,42.58399904342368
232,6.837538252584636,4.8188037757761775,9.767365792766213,64.0925794634968,17.78460268890485
233,10.531575506553054,1.8218718606978657,2.7928306648507717,151.01426923461258,49.547333913948385
234,15.718244360759854,3.1457458700053396,6.615197658445686,49.82276988402009,30.355769864656033
235,1.6322412407025695,1.02614478264004,0.8789833401329815,137.1293329410255,11.831233059056103
236,4.745534113608301,3.420269480347634,4.831514726951718,103.28634313773364,0.9655912538990378
237,19.757783519104123,0.13907405892387034,7.757687112130225,15.199396866373718,31.95121441613883
238,14.850920801982284,3.8683818010613327,1.7962582631967963,184.79681409988552,38.68425593106076
239,9.633915613405406,2.1598602249287073,5.958958776760846,98.65550754312426,19.377459623944016
240,10.022531805559993,3.9378369675017897,3.022051897738129,145.4809480998665,27.1401286396198
241,14.608353692106903,2.0903939783573153,9.683765923511237,32.132610293105245,9.00429718149826
242,18.92186617758125,3.1833230479620402,1.1070054998621346,167.52728727832437,14.76426413860172
243,5.727647760882974,0.37600995879620314,6.53279682546854,56.897372256964445,46.13525179754943
244,1.3900739345699549,2.9231667805463077,7.840840821061283,84.47602046560496,41.511576233245435
245,16.10660797264427,1.2487324331887069,4.60394331915304,195.88023977261037,22.592716424353423
246,11.513941663317382,4.902621794678271,6.043311521969735,4.517239795066416,4.3772963813506065
247,6.001221178099513,1.7380622203461829,1.567487782239914,117.0912733161822,34.97192995538935
248,7.50811386667192,3.6472226157784466,5.29565411331132,179.92696355376393,9.779721713531762
249,12.391399930231273,0.5245354951359332,2.3441505170427264,94.27150870207697,29.484214591700585
250,17.57632928248495,4.095932934992016,8.448200640268624,108.10899747442454,46.91363256983459
251,2.304556356742978,2.5447233705781405,4.257619744166732,19.73055915813893,17.105393478646874
252,4.219332383945584,4.438649704027921,0.33196043046191337,41.867943082004786,21.810962641984226
253,18.045830599032342,1.589459488168359,7.278841768857092,129.46599818393588,39.17381953150034
254,13.137228379957378,2.7649937997572125,3.366989268548787,72.097591528669,34.18721993276849
255,9.109453385695815,0.7943307006731629,9.077796844765544,158.53342959471047,2.0424962916411458
256,9.147770931012928,2.7791081068106,5.396953980438411,27.985794940963387,24.542964969482274
257,13.101157266646624,0.799028904363513,2.135900128632784,140.45582837052643,42.67932956581935
258,18.009977914392948,4.434091398399323,8.5107616760768,61.109282556921244,36.91912104208022
259,4.25757844094187,1.5751860069110992,4.010763883870095,172.41102002188563,5.548083564080297
260,2.2685859287157655,4.081799333542586,0.5395020334050059,187.58879599999636,7.05382259171456
261,17.614693082869053,2.5400058724917476,7.177042006701231,77.06136282067746,25.972625145874918
262,12.429545301944017,3.651800215803087,3.6131186776794495,125.31458564195782,44.187810872029516
263,7.472214926965535,0.5388282707892359,9.014753653388471,12.070247926749289,13.593703000526874
264,6.039603275246918,4.888343658670783,2.7752382839098573,98.38397069368511,38.78576568895951
265,11.477953221648932,1.733508605975658,9.746285413578153,184.91014460567385,19.081038586888464
266,16.070690736174583,2.927860292978585,0.8989301641471684,15.48885617684573,1.6513846188783645
267,1.4282373199239373,1.262851394992322,6.633921234216541,103.17876537423581,31.460329356044532
268,5.691594661213458,3.1976204418577256,7.777594990469515,137.79027706757188,29.872042389586568
269,18.960165426135063,0.38058283105492596,4.850274888053536,49.319984655827284,12.509895607456563
270,14.64658173546195,3.9331241971813147,5.941478512156754,150.3353552017361,17.496255312580615
271,9.9866974176839,2.076255758665502,1.7750634073279798,64.58956450410187,49.6407491912134
272,9.669904727488756,3.854238415509463,9.666294510196895,117.35977070126683,4.477180699724704
273,14.812539448030293,2.155132942739874,3.000855271611363,4.406948753632605,34.67711353795603
274,19.719620593823493,3.424837588332594,6.552712374925613,195.59381992649287,42.19594640918076
275,4.781451739370823,0.15335734253749253,1.1257650708779694,84.58055876474828,22.10328132174909
276,1.5939423814415932,3.1598699611611667,4.623895453941077,56.23946759477258,14.279092654585838
277,15.754297920502722,1.0308527704328299,7.859561446402222,168.02703304216266,46.81533158645034
278,10.567410637624562,4.814254962187261,1.549901892244816,32.80848486162722,26.85018259221688
279,6.799310881644487,1.8076078714802863,6.022227012179791,144.98700252361596,9.099331949744373
280,7.749825682491064,3.5824849017895763,2.3640640011988583,158.21883613802493,33.89840392274782
281,12.001246792264283,0.6081352792680264,5.314411619026214,72.1815296728164,2.136376856546849
282,16.59340447280556,4.318586655613035,4.240145675465464,129.7625031210482,21.327706774882973
283,3.139039561152458,2.303209916315973,8.427001358754932,41.77803869172931,39.85200786944479
284,3.8300397247076035,4.656530598923564,7.261253223475069,20.433089087717235,47.59989456851035
285,18.286681653000414,1.3527575579471889,0.3108732652850449,107.63717030268162,16.614043130911888
286,13.972518128342927,2.6954492347314956,9.097746914252639,93.58711473736912,9.880759863462298
287,8.12572231516242,0.8826986375264824,3.385707828588784,180.40480441693217,29.188267765101045
288,8.537565859034657,4.500942428316921,0.7501517759636045,148.5781324384734,13.059437582455574
289,13.711357808671892,1.5271956233307722,6.773638243600726,35.22979463171214,44.81877590697259
290,18.619743580929935,2.7888198689557613,2.6249398526735606,164.43000841978937,25.828494863491507
291,3.6478082444518805,0.7704570800065994,9.887522502895445,53.80009339842945,7.2946523050777605
292,2.883135190233588,3.7380906144157056,5.800848031230271,87.59758612699807,5.697097507771104
293,17.000139291398227,0.4337147559039295,1.9259684469550848,199.00180543400347,36.67340748151764
294,11.814846551977098,4.225196142867207,7.638484589476138,1.395768653601408,43.21789587382227
295,8.086909146979451,2.415431595314294,4.999659884627908,113.96980217471719,23.907699230499567
296,6.616898203268647,2.937569828145206,8.650499928556382,176.80549241229892,48.71928099058569
297,10.9006537636742,1.2342820166610182,3.8619595319032674,91.15003756061196,18.51594558544457
298,15.49295640271157,4.955196915566921,5.538212312851101,111.23056313581765,11.198114000726491
299,2.0059671234339476,1.6855157763697208,1.985575733613223,22.852124819532037,31.28204662622884
300,5.11864392273128,4.076518706511706,3.7640449604019524,38.770664223469794,32.77923164824024
301,19.533111634664237,1.9516838544979693,8.874097208678723,126.36871932540089,0.2342602544464171
302,15.21938298549503,3.2839131404645743,0.688908273074776,75.1947758672759,20.01056678518653
303,9.413891637697816,0.27546694315969944,7.037905641924589,161.63061393331736,37.75801486074924
304,10.247204220853746,3.3580032790079715,4.4085833682678635,9.447775285691023,8.176251693814992
305,14.235244484618306,0.2013691197149456,8.267629765439779,121.53595710173249,27.8714849203825
306,19.141890754923224,3.844510516896844,2.5334174890071157,79.68975389190018,45.502116380725056
307,5.359186108224094,2.1836839576251807,5.154124193824828,191.38546524383128,15.690530490223317
308,1.0209962083026767,4.727980700042099,9.257432451751082,169.20267913583666,23.42075001494959
309,16.32724862359464,1.9127421958372,3.2157524530775845,58.28127206955105,40.78025564374402
310,11.140216382220387,3.016456431243569,7.420022929087281,143.6582982717082,35.60502968095243
311,6.226509667001665,1.155405654013157,0.14183368477970362,30.795812170021236,3.4510419268161057
312,7.139625175856054,4.308856457006186,6.393352583330125,67.21415068488568,28.655435946024955
313,12.611451828852296,2.3317633042111994,1.294186241272837,154.13584045600146,10.510291299410163
314,17.20317463390529,3.515652892459184,9.506018886715173,46.70129392389208,16.47152490383014
315,2.529273930005729,0.6561446834355593,3.1701922370120883,134.0078569808975,47.839112226571885
316,4.444593551568687,2.5520334778353573,1.3799583184532822,106.38352191634476,40.00263386843726
317,17.672132356092334,1.0072539671324194,6.181896027270704,18.29657564498484,21.080381159018724
318,13.357823872938752,4.570258563756942,4.454867675155401,181.69954006001353,2.676376763544977
319,8.740421100519598,1.4578894362784924,8.018314629606904,95.55823350325227,33.2617045847699
320,8.984786743298173,4.171077999658882,4.745585244335234,156.1930507523939,45.01100983032957
321,13.273486747406423,2.4695776122622193,7.698594703152776,68.20556168537587,12.855784035567194
322,17.884055289439857,3.7204220678657296,1.7105648149736228,131.79271315131336,7.87701541557908
323,4.3927014004439116,0.4513367366977036,5.899630333390086,45.74630905035883,25.2347119435668
